"證券代號","證券名稱","外陸資買進股數(不含外資自營商)","外陸資賣出股數(不含外資自營商)","外陸資買賣超股數(不含外資自營商)","外資自營商買進股數","外資自營商賣出股數","外資自營商買賣超股數","投信買進股數","投信賣出股數","投信買賣超股數","自營商買賣超股數","自營商買進股數(自行買賣)","自營商賣出股數(自行買賣)","自營商買賣超股數(自行買賣)","自營商買進股數(避險)","自營商賣出股數(避險)","自營商買賣超股數(避險)","三大法人買賣超股數",
"062146","大立光元大76購10","0","0","0","0","0","0","0","0","0","777,000","0","0","0","1,272,000","495,000","777,000","777,000",
"05468P","臺股指麥證86售05","0","0","0","0","0","0","0","0","0","776,000","0","0","0","1,396,000","620,000","776,000","776,000",
"070523","麗豐國泰76購02  ","0","0","0","0","0","0","0","0","0","773,000","0","0","0","773,000","0","773,000","773,000",
"04715P","聯茂元大94售06  ","0","0","0","0","0","0","0","0","0","768,000","0","0","0","1,392,000","624,000","768,000","768,000",
"3189","景碩            ","1,347,000","682,000","665,000","0","0","0","0","0","0","103,000","50,000","22,000","28,000","108,000","33,000","75,000","768,000",
"066754","建準群益75購01  ","0","0","0","0","0","0","0","0","0","768,000","0","0","0","768,000","0","768,000","768,000",
"0056","元大高股息      ","0","0","0","0","0","0","0","0","0","767,000","0","0","0","767,000","0","767,000","767,000",
"070107","台光電群益76購02","0","0","0","0","0","0","0","0","0","762,000","0","0","0","904,000","142,000","762,000","762,000",
"066510","台塑日盛73購01  ","0","0","0","0","0","0","0","0","0","757,000","0","0","0","777,000","20,000","757,000","757,000",
"069673","致茂國泰76購01  ","0","0","0","0","0","0","0","0","0","754,000","0","0","0","793,000","39,000","754,000","754,000",
"067875","大立光統一75購01","0","0","0","0","0","0","0","0","0","753,000","0","0","0","849,000","96,000","753,000","753,000",
"065577","上証2X元大73購02","0","0","0","0","0","0","0","0","0","746,000","0","0","0","898,000","152,000","746,000","746,000",
"069170","華夏永豐75購02  ","0","0","0","0","0","0","0","0","0","741,000","0","0","0","921,000","180,000","741,000","741,000",
"06222P","大立光元富88售02","0","0","0","0","0","0","0","0","0","741,000","0","0","0","741,000","0","741,000","741,000",
"067582","CFA50元富74購01 ","0","0","0","0","0","0","0","0","0","740,000","0","0","0","740,000","0","740,000","740,000",
"062143","大立光元大75購09","0","0","0","0","0","0","0","0","0","734,000","0","0","0","974,000","240,000","734,000","734,000",
"069167","亞德客台新75購01","0","0","0","0","0","0","0","0","0","721,000","0","0","0","746,000","25,000","721,000","721,000",
"069230","鴻海富邦76購01  ","0","0","0","0","0","0","0","0","0","720,000","0","0","0","752,000","32,000","720,000","720,000",
"069036","國巨永豐75購01  ","0","0","0","0","0","0","0","0","0","719,000","0","0","0","769,000","50,000","719,000","719,000",
"069790","旺宏統一76購05  ","0","0","0","0","0","0","0","0","0","715,000","0","0","0","715,000","0","715,000","715,000",
"061685","台積電群益73購01","0","0","0","0","0","0","0","0","0","715,000","0","0","0","742,000","27,000","715,000","715,000",
"062648","鴻海兆豐72購02  ","0","0","0","0","0","0","0","0","0","708,000","0","0","0","708,000","0","708,000","708,000",
"00675L","富邦臺灣加權正2 ","169,000","0","169,000","0","0","0","0","0","0","538,000","0","161,000","-161,000","818,000","119,000","699,000","707,000",
"069291","大同統一76購01  ","0","0","0","0","0","0","0","0","0","707,000","0","0","0","1,075,000","368,000","707,000","707,000",
"05061P","滬深2X凱基85售07","0","0","0","0","0","0","0","0","0","706,000","0","0","0","725,000","19,000","706,000","706,000",
"065502","台苯永豐73購01  ","0","0","0","0","0","0","0","0","0","705,000","0","0","0","851,000","146,000","705,000","705,000",
"069056","微星元富75購01  ","0","0","0","0","0","0","0","0","0","703,000","0","0","0","1,873,000","1,170,000","703,000","703,000",
"069691","奇鋐元大77購01  ","0","0","0","0","0","0","0","0","0","701,000","0","0","0","841,000","140,000","701,000","701,000",
"070873","麗豐永豐76購02  ","0","0","0","0","0","0","0","0","0","700,000","0","0","0","700,000","0","700,000","700,000",
"062657","鴻海玉山71購01  ","0","0","0","0","0","0","0","0","0","700,000","0","0","0","700,000","0","700,000","700,000",
"065617","上証2X永昌74購02","0","0","0","0","0","0","0","0","0","698,000","0","0","0","718,000","20,000","698,000","698,000",
"5534","長虹            ","473,000","80,091","392,909","0","0","0","150,000","0","150,000","151,000","90,000","7,000","83,000","98,000","30,000","68,000","693,909",
"068772","微星台新76購01  ","0","0","0","0","0","0","0","0","0","691,000","0","0","0","1,234,000","543,000","691,000","691,000",
"8105","凌巨            ","708,000","4,000","704,000","0","0","0","0","0","0","-13,000","0","0","0","7,000","20,000","-13,000","691,000",
"064812","智易元大72購02  ","0","0","0","0","0","0","0","0","0","689,000","0","0","0","1,294,000","605,000","689,000","689,000",
"064736","台積電凱基72購04","0","0","0","0","0","0","0","0","0","685,000","0","0","0","807,000","122,000","685,000","685,000",
"065956","國喬群益73購01  ","0","0","0","0","0","0","0","0","0","683,000","0","0","0","683,000","0","683,000","683,000",
"05594P","國巨元大86售07  ","0","0","0","0","0","0","0","0","0","682,000","0","0","0","1,128,000","446,000","682,000","682,000",
"067238","台積電元大74購05","0","0","0","0","0","0","0","0","0","674,000","0","0","0","774,000","100,000","674,000","674,000",
"069268","麗豐凱基75購01  ","0","0","0","0","0","0","0","0","0","672,000","0","0","0","674,000","2,000","672,000","672,000",
"062193","大立光凱基76購06","0","0","0","0","0","0","0","0","0","670,000","0","0","0","760,000","90,000","670,000","670,000",
"070719","華新科統一77購01","0","0","0","0","0","0","0","0","0","669,000","0","0","0","696,000","27,000","669,000","669,000",
"1229","聯華            ","1,149,000","456,000","693,000","0","0","0","0","0","0","-25,000","20,000","45,000","-25,000","0","0","0","668,000",
"069646","華新科台新76購01","0","0","0","0","0","0","0","0","0","660,000","0","0","0","801,000","141,000","660,000","660,000",
"069113","大同日盛75購01  ","0","0","0","0","0","0","0","0","0","660,000","0","0","0","824,000","164,000","660,000","660,000",
"05972P","聚陽元大87售05  ","0","0","0","0","0","0","0","0","0","660,000","0","0","0","660,000","0","660,000","660,000",
"062192","大立光凱基76購03","0","0","0","0","0","0","0","0","0","658,000","0","0","0","798,000","140,000","658,000","658,000",
"065023","京元電日盛73購01","0","0","0","0","0","0","0","0","0","655,000","0","0","0","868,000","213,000","655,000","655,000",
"2515","中工            ","1,058,000","380,000","678,000","0","0","0","0","0","0","-24,000","5,000","0","5,000","166,000","195,000","-29,000","654,000",
"066887","中橡國泰74購01  ","0","0","0","0","0","0","0","0","0","647,000","0","0","0","1,179,000","532,000","647,000","647,000",
"064952","台積電元大72購05","0","0","0","0","0","0","0","0","0","640,000","0","0","0","914,000","274,000","640,000","640,000",
"2426","鼎元            ","734,000","100,000","634,000","0","0","0","0","0","0","5,000","5,000","0","5,000","0","0","0","639,000",
"062521","潤隆元大74購01  ","0","0","0","0","0","0","0","0","0","630,000","0","0","0","725,000","95,000","630,000","630,000",
"03452P","美律元富92售02  ","0","0","0","0","0","0","0","0","0","629,000","0","108,000","-108,000","737,000","0","737,000","629,000",
"068593","奇力新兆豐75購01","0","0","0","0","0","0","0","0","0","628,000","0","0","0","648,000","20,000","628,000","628,000",
"067942","聯鈞國票74購01  ","0","0","0","0","0","0","0","0","0","627,000","0","0","0","627,000","0","627,000","627,000",
"068267","晶電永豐75購01  ","0","0","0","0","0","0","0","0","0","625,000","0","0","0","695,000","70,000","625,000","625,000",
"063703","美律統一72購02  ","0","0","0","0","0","0","0","0","0","625,000","0","0","0","640,000","15,000","625,000","625,000",
"064706","卜蜂元大72購01  ","0","0","0","0","0","0","0","0","0","612,000","0","0","0","918,000","306,000","612,000","612,000",
"2034","允強            ","74,000","86,000","-12,000","0","0","0","0","0","0","622,000","375,000","0","375,000","253,000","6,000","247,000","610,000",
"067786","欣興元大74購02  ","0","0","0","0","0","0","0","0","0","610,000","0","0","0","723,000","113,000","610,000","610,000",
"069793","A50正2國泰76購01","0","0","0","0","0","0","0","0","0","609,000","0","0","0","680,000","71,000","609,000","609,000",
"065443","台苯凱基73購02  ","0","0","0","0","0","0","0","0","0","608,000","0","0","0","879,000","271,000","608,000","608,000",
"8046","南電            ","675,000","71,000","604,000","0","0","0","0","0","0","4,000","5,000","1,000","4,000","0","0","0","608,000",
"069184","國巨凱基75購02  ","0","0","0","0","0","0","0","0","0","606,000","0","0","0","3,178,000","2,572,000","606,000","606,000",
"068899","東聯元富75購01  ","0","0","0","0","0","0","0","0","0","605,000","0","0","0","1,005,000","400,000","605,000","605,000",
"2823","中壽            ","995,000","399,667","595,333","0","0","0","0","0","0","9,466","2,000","374","1,626","25,000","17,160","7,840","604,799",
"070717","華新科統一76購01","0","0","0","0","0","0","0","0","0","604,000","0","0","0","662,000","58,000","604,000","604,000",
"064136","美律元大72購02  ","0","0","0","0","0","0","0","0","0","603,000","0","0","0","603,000","0","603,000","603,000",
"05643P","大立光凱基87售06","0","0","0","0","0","0","0","0","0","600,000","0","0","0","600,000","0","600,000","600,000",
"060168","大立光群益71購02","0","0","0","0","0","0","0","0","0","600,000","0","0","0","600,000","0","600,000","600,000",
"065428","聯詠玉山73購01  ","0","0","0","0","0","0","0","0","0","600,000","0","0","0","600,000","0","600,000","600,000",
"05973P","聚陽元大87售06  ","0","0","0","0","0","0","0","0","0","599,000","0","0","0","615,000","16,000","599,000","599,000",
"2332","友訊            ","686,000","102,000","584,000","0","0","0","0","0","0","13,000","0","0","0","13,000","0","13,000","597,000",
"068549","潤泰全元大75購02","0","0","0","0","0","0","0","0","0","595,000","0","0","0","887,000","292,000","595,000","595,000",
"065230","旺宏永豐73購01  ","0","0","0","0","0","0","0","0","0","595,000","0","0","0","625,000","30,000","595,000","595,000",
"6278","台表科          ","791,000","197,000","594,000","0","0","0","0","0","0","-1,000","0","1,000","-1,000","0","0","0","593,000",
"063779","大成兆豐73購01  ","0","0","0","0","0","0","0","0","0","592,000","0","0","0","593,000","1,000","592,000","592,000",
"2892","第一金          ","2,440,702","1,870,623","570,079","0","0","0","0","0","0","20,000","0","0","0","20,000","0","20,000","590,079",
"070964","全宇群益76購01  ","0","0","0","0","0","0","0","0","0","590,000","0","0","0","600,000","10,000","590,000","590,000",
"067600","聯發科群益75購02","0","0","0","0","0","0","0","0","0","590,000","0","0","0","600,000","10,000","590,000","590,000",
"069045","微星兆豐75購02  ","0","0","0","0","0","0","0","0","0","589,000","0","0","0","700,000","111,000","589,000","589,000",
"068833","上証2X永豐75購02","0","0","0","0","0","0","0","0","0","588,000","0","0","0","855,000","267,000","588,000","588,000",
"2201","裕隆            ","987,000","401,000","586,000","0","0","0","0","0","0","2,000","2,000","0","2,000","0","0","0","588,000",
"065978","A50正2元大75購01","0","0","0","0","0","0","0","0","0","588,000","0","0","0","593,000","5,000","588,000","588,000",
"063666","上証2X元大72購02","0","0","0","0","0","0","0","0","0","587,000","0","0","0","596,000","9,000","587,000","587,000",
"067452","亞德客永豐74購01","0","0","0","0","0","0","0","0","0","586,000","0","0","0","664,000","78,000","586,000","586,000",
"066668","微星國泰74購01  ","0","0","0","0","0","0","0","0","0","586,000","0","0","0","852,000","266,000","586,000","586,000",
"04840P","大立光元大94售18","0","0","0","0","0","0","0","0","0","585,000","0","0","0","585,000","0","585,000","585,000",
"067159","富邦金國泰74購01","0","0","0","0","0","0","0","0","0","585,000","0","0","0","594,000","9,000","585,000","585,000",
"065595","台苯玉山73購01  ","0","0","0","0","0","0","0","0","0","584,000","0","0","0","776,000","192,000","584,000","584,000",
"1722","台肥            ","1,516,000","978,000","538,000","0","0","0","0","0","0","45,000","45,000","0","45,000","0","0","0","583,000",
"2369","菱生            ","541,000","46,000","495,000","0","0","0","0","0","0","88,000","88,000","0","88,000","0","0","0","583,000",
"04714P","上海銀元大94售01","0","0","0","0","0","0","0","0","0","582,000","0","0","0","969,000","387,000","582,000","582,000",
"068580","鎧勝富邦75購01  ","0","0","0","0","0","0","0","0","0","580,000","0","0","0","811,000","231,000","580,000","580,000",
"2347","聯強            ","812,470","107,252","705,218","0","0","0","0","0","0","-126,000","20,000","136,000","-116,000","0","10,000","-10,000","579,218",
"069728","亞德客兆豐76購01","0","0","0","0","0","0","0","0","0","575,000","0","0","0","941,000","366,000","575,000","575,000",
"066439","宏達電國泰73購02","0","0","0","0","0","0","0","0","0","575,000","0","0","0","587,000","12,000","575,000","575,000",
"067791","瀚宇博元大74購01","0","0","0","0","0","0","0","0","0","572,000","0","0","0","672,000","100,000","572,000","572,000",
"069171","大同永豐75購02  ","0","0","0","0","0","0","0","0","0","570,000","0","0","0","670,000","100,000","570,000","570,000",
"061399","可成元富71購01  ","0","0","0","0","0","0","0","0","0","569,000","0","0","0","569,000","0","569,000","569,000",
"069294","國巨元富77購01  ","0","0","0","0","0","0","0","0","0","569,000","0","0","0","583,000","14,000","569,000","569,000",
"062226","大立光兆豐76購02","0","0","0","0","0","0","0","0","0","568,000","0","0","0","614,000","46,000","568,000","568,000",
"069607","中橡國泰77購01  ","0","0","0","0","0","0","0","0","0","567,000","0","0","0","902,000","335,000","567,000","567,000",
"067960","中纖元富74購01  ","0","0","0","0","0","0","0","0","0","566,000","0","0","0","566,000","0","566,000","566,000",
"2349","錸德            ","1,835,000","1,270,000","565,000","0","0","0","0","0","0","0","0","0","0","0","0","0","565,000",
"066173","亞德客國泰74購01","0","0","0","0","0","0","0","0","0","562,000","0","0","0","919,000","357,000","562,000","562,000",
"064477","聯電富邦75購01  ","0","0","0","0","0","0","0","0","0","561,000","0","0","0","911,000","350,000","561,000","561,000",
"069182","聯電凱基75購01  ","0","0","0","0","0","0","0","0","0","559,000","0","0","0","559,000","0","559,000","559,000",
"068515","鎧勝群益75購04  ","0","0","0","0","0","0","0","0","0","559,000","0","0","0","997,000","438,000","559,000","559,000",
"04825P","元大金中信94售01","0","0","0","0","0","0","0","0","0","559,000","0","0","0","559,000","0","559,000","559,000",
"03521C","臺股指元大76牛03","0","0","0","0","0","0","0","0","0","559,000","0","0","0","563,000","4,000","559,000","559,000",
