"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"03380P","為升凱基92售04","216,000","4","2,160","0.01","0.01","0.01","0.01"," ","0.00","0.01","108","0.02","500","0.00",
"03381P","台積電凱基92售12","331,000","7","3,310","0.01","0.01","0.01","0.01"," ","0.00","0.01","10","0.10","10","0.00",
"03382P","瑞昱凱基93售02","110,000","3","1,100","0.01","0.01","0.01","0.01"," ","0.00","0.01","108","0.02","329","0.00",
"03383P","南電凱基93售03","1,393,000","9","13,930","0.01","0.01","0.01","0.01"," ","0.00","0.01","336","0.02","381","0.00",
"03392P","技嘉元富92售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.10","10","0.00",
"03440P","亞光康和92售01","57,000","2","59,280","1.04","1.04","1.04","1.04","-","0.10","1.18","25","1.21","25","0.00",
"03443P","元油2X統一92售01","94,000","1","33,840","0.36","0.36","0.36","0.36","X","0.00","0.35","20","0.36","20","0.00",
"03449P","臺股指統一93售05","157,000","5","6,880","0.04","0.05","0.04","0.05","+","0.01","0.03","20","0.05","155","0.00",
"03452P","美律元富92售02","737,000","3","7,370","0.01","0.01","0.01","0.01","X","0.00","--","0","0.02","10","0.00",
"03466P","臺股指國票92售03","1,729,000","35","120,410","0.08","0.08","0.06","0.07","-","0.03","0.06","368","0.07","130","0.00",
"03470C","臺股指元大73牛01","0","0","0","--","--","--","--"," ","0.00","2.68","495","2.69","495","10,710.73",
"03477P","臺股指兆豐92售02","0","0","0","--","--","--","--"," ","0.00","0.01","100","0.10","10","0.00",
"03478C","臺股指元大72牛02","0","0","0","--","--","--","--"," ","0.00","2.63","495","2.64","495","10,710.73",
"03479C","臺股指元大74牛02","0","0","0","--","--","--","--"," ","0.00","2.49","495","2.50","495","10,710.73",
"03484C","滬深2X元富75牛01","2,000","2","18,700","9.35","9.35","9.35","9.35","X","0.00","9.30","20","9.35","25","19.69",
"03486C","臺股指元大71牛01","0","0","0","--","--","--","--"," ","0.00","2.53","495","2.54","495","10,710.73",
"03487C","臺股指元大75牛02","0","0","0","--","--","--","--"," ","0.00","4.48","495","4.49","495","10,710.73",
"03488C","南亞元富75牛01","0","0","0","--","--","--","--"," ","0.00","47.00","25","47.50","15","77.00",
"03495C","南亞元富73牛01","0","0","0","--","--","--","--"," ","0.00","44.60","25","45.10","15","77.00",
"03495P","臺股指富邦92售05","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03497C","臺股指元大71牛02","0","0","0","--","--","--","--"," ","0.00","2.34","495","2.35","495","10,710.73",
"03498C","臺股指元大76牛01","32,000","5","65,240","2.02","2.05","2.02","2.05","+","0.06","2.07","495","2.08","495","10,710.73",
"03499C","臺股指元大72牛03","0","0","0","--","--","--","--"," ","0.00","4.99","495","5.00","495","10,710.73",
"03500C","臺股指元大76牛02","0","0","0","--","--","--","--"," ","0.00","4.40","495","4.41","495","10,710.73",
"03504C","金融類元大73牛01","0","0","0","--","--","--","--"," ","0.00","2.44","495","2.45","495","1,196.45",
"03507C","臺股指元大73牛04","227,000","7","377,760","1.65","1.68","1.65","1.68","+","0.03","1.71","495","1.72","495","10,710.73",
"03508C","玉山金元富77牛01","0","0","0","--","--","--","--"," ","0.00","11.50","25","11.80","25","18.90",
"03510C","臺股指兆豐71牛07","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,710.73",
"03511C","元油2X元富71牛01","11,000","2","150,800","13.80","13.80","13.70","13.70","X","0.00","13.70","25","13.80","25","20.18",
"03512C","臺股指凱基71牛09","1,000","1","1,610","1.61","1.61","1.61","1.61","X","0.00","1.66","30","1.67","30","10,710.73",
"03513C","臺股指凱基71牛10","0","0","0","--","--","--","--"," ","0.00","1.83","30","1.84","30","10,710.73",
"03514C","臺股指群益71牛17","0","0","0","--","--","--","--"," ","0.00","3.23","499","3.24","499","10,710.73",
"03515C","日月光元富71牛01","0","0","0","--","--","--","--"," ","0.00","17.30","10","17.50","25","38.30",
"03516C","臺股指元大72牛04","0","0","0","--","--","--","--"," ","0.00","1.76","495","1.77","495","10,710.73",
"03517C","T50反1元富72牛01","89,000","2","202,960","2.30","2.30","2.28","2.28","-","0.07","2.24","25","2.27","25","13.13",
"03518C","A50正2元富75牛01","12,000","3","127,200","10.40","10.80","10.40","10.80","X","0.00","10.70","10","10.80","26","38.24",
"03519C","臺股指元大75牛03","0","0","0","--","--","--","--"," ","0.00","2.01","495","2.02","495","10,710.73",
"03520C","臺股指群益72牛20","0","0","0","--","--","--","--"," ","0.00","3.46","499","3.47","499","10,710.73",
"03521C","臺股指元大76牛03","567,000","10","1,885,490","3.31","3.36","3.31","3.36","+","0.06","3.42","495","3.43","495","10,710.73",
"03522C","臺股指凱基73牛13","5,000","1","8,000","1.60","1.60","1.60","1.60","+","0.06","1.60","30","1.61","30","10,710.73",
"03523C","臺股指凱基73牛14","0","0","0","--","--","--","--"," ","0.00","1.81","30","1.82","30","10,710.73",
"03523P","台光電群益92售02","0","0","0","--","--","--","--"," ","0.00","0.01","208","0.04","10","0.00",
"03524C","臺股指凱基73牛15","0","0","0","--","--","--","--"," ","0.00","2.02","30","2.03","30","10,710.73",
"03525C","臺股指群益73牛19","138,000","4","419,590","3.04","3.05","3.04","3.05","+","0.10","3.07","499","3.08","499","10,710.73",
"03526C","滬深2X元富77牛01","129,000","14","868,350","6.55","6.80","6.55","6.80","+","0.60","6.80","20","6.85","25","19.69",
"03527C","臺股指元大74牛08","114,000","9","175,710","1.53","1.57","1.53","1.56","+","0.03","1.58","495","1.59","495","10,710.73",
"03528C","臺股指兆豐74牛01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","10,710.73",
"03529C","臺股指凱基74牛02","42,000","1","59,640","1.42","1.42","1.42","1.42","+","0.01","1.47","30","1.48","30","10,710.73",
"03530C","臺股指群益74牛20","43,000","12","117,320","2.67","2.76","2.67","2.76","+","0.10","2.77","499","2.78","499","10,710.73",
"03533C","臺股指元富75牛04","0","0","0","--","--","--","--"," ","0.00","3.16","25","3.17","25","10,710.73",
"03533P","致伸元大92售03","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","1,030","0.00",
"03534C","臺股指元大76牛05","0","0","0","--","--","--","--"," ","0.00","1.74","495","1.75","495","10,710.73",
"03535C","大立光元富79牛01","164,000","14","147,700","0.79","0.99","0.79","0.98","+","0.20","0.96","25","0.98","1","4,255.00",
"03535P","聯茂元大92售08","0","0","0","--","--","--","--"," ","0.00","0.63","30","0.65","30","0.00",
"03536C","臺股指元富79牛01","20,000","4","27,410","1.36","1.39","1.36","1.39","+","0.06","1.38","25","1.39","25","10,710.73",
"03538C","臺股指元富76牛05","0","0","0","--","--","--","--"," ","0.00","1.70","25","1.71","25","10,710.73",
"03549P","強茂凱基92售01","1,000","1","480","0.48","0.48","0.48","0.48","X","0.00","0.48","10","0.49","10","0.00",
"03555P","台積電富邦95售01","0","0","0","--","--","--","--"," ","0.00","0.01","25","0.04","10","0.00",
"03559P","東元中信92售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03605P","美利達統一92售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","10","0.00",
"03607P","滬深2X富邦95售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03608P","鴻海元大92售14","0","0","0","--","--","--","--"," ","0.00","0.02","25","0.05","10","0.00",
"03609P","華泰元大92售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03619P","臻鼎元大92售11","50,000","2","500","0.01","0.01","0.01","0.01"," ","0.00","0.01","10","0.08","20","0.00",
"03629P","台積電麥證92售02","0","0","0","--","--","--","--"," ","0.00","0.19","25","0.24","10","0.00",
"03630P","大立光麥證92售01","0","0","0","--","--","--","--"," ","0.00","0.21","25","0.24","25","0.00",
"03635P","聯發科凱基92售09","0","0","0","--","--","--","--"," ","0.00","--","0","0.03","248","0.00",
"03636P","可成凱基92售10","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03637P","大立光凱基92售13","0","0","0","--","--","--","--"," ","0.00","0.44","25","0.46","10","0.00",
"03638P","嘉晶凱基93售03","0","0","0","--","--","--","--"," ","0.00","0.62","25","0.63","10","0.00",
"03643P","燿華永豐92售02","16,000","1","160","0.01","0.01","0.01","0.01","X","0.00","0.01","482","0.10","10","0.00",
"03651P","統一元大92售01","0","0","0","--","--","--","--"," ","0.00","1.93","25","2.02","10","0.00",
"03652P","台積電元大92售31","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","190","0.00",
"03659P","臺股指元大92售21","0","0","0","--","--","--","--"," ","0.00","0.09","10","0.10","10","0.00",
"03661P","智邦兆豐92售01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.03","10","0.00",
"03665P","華邦電永豐92售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","10","0.00",
"03666P","晶技永豐92售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03668P","台積電凱基92售24","0","0","0","--","--","--","--"," ","0.00","0.70","25","0.73","10","0.00",
"03673P","康控元富92售02","0","0","0","--","--","--","--"," ","0.00","0.01","25","0.05","10","0.00",
"03675P","旺宏統一92售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03676P","大立光國泰93售03","0","0","0","--","--","--","--"," ","0.00","--","0","0.10","10","0.00",
"03687P","旺宏元富93售01","131,000","3","7,900","0.06","0.10","0.06","0.10"," ","0.00","0.06","516","0.10","19","0.00",
"03689P","TPK元富93售01","0","0","0","--","--","--","--"," ","0.00","0.05","25","0.10","10","0.00",
"03690P","亞德客永豐93售01","0","0","0","--","--","--","--"," ","0.00","0.51","25","0.61","10","0.00",
"03692P","欣興永豐93售01","0","0","0","--","--","--","--"," ","0.00","0.14","10","0.15","10","0.00",
"03701P","祥碩元大93售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","65","0.00",
"03702P","中磊元大93售02","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","15","0.00",
"03706P","上銀群益93售03","8,000","1","80","0.01","0.01","0.01","0.01"," ","0.00","0.01","102","0.10","10","0.00",
"03707P","祥碩群益93售01","10,000","5","1,950","0.21","0.21","0.18","0.19","-","0.02","0.19","21","0.20","25","0.00",
"03711P","同欣電凱基93售02","0","0","0","--","--","--","--"," ","0.00","0.01","208","0.08","499","0.00",
"03712P","京元電統一93售02","0","0","0","--","--","--","--"," ","0.00","--","0","0.10","10","0.00",
"03722P","華通元大93售04","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03727P","致茂元大93售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.10","10","0.00",
"03728P","瑞昱元大93售03","0","0","0","--","--","--","--"," ","0.00","--","0","0.10","30","0.00",
"03730P","京元電元大93售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03731P","大立光元大93售15","55,000","2","34,100","0.62","0.62","0.62","0.62","+","0.05","0.53","25","0.55","25","0.00",
"03734P","新日興元大93售01","6,000","2","2,700","0.63","0.63","0.36","0.36","-","0.33","0.27","108","0.33","10","0.00",
"03738P","旺宏群益93售04","70,000","7","35,700","0.51","0.57","0.46","0.50","+","0.04","0.44","10","0.45","10","0.00",
"03742P","台積電凱基93售05","21,000","3","3,950","0.15","0.19","0.15","0.19","+","0.01","0.18","25","0.19","10","0.00",
"03743P","台積電凱基93售06","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03748P","大立光凱基93售14","0","0","0","--","--","--","--"," ","0.00","0.79","100","0.85","100","0.00",
"03749P","禾伸堂凱基93售01","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.02","10","0.00",
"03750P","臻鼎凱基93售04","0","0","0","--","--","--","--"," ","0.00","0.01","508","0.03","50","0.00",
"03758P","GIS永豐93售01","2,000","1","1,040","0.52","0.52","0.52","0.52","X","0.00","0.52","25","0.53","10","0.00",
"03759P","世紀鋼永豐93售01","8,000","1","2,160","0.27","0.27","0.27","0.27","-","0.06","0.27","25","0.28","10","0.00",
"03766P","台積電元大93售09","0","0","0","--","--","--","--"," ","0.00","0.34","10","0.39","10","0.00",
"03771P","中磊元大93售03","10,000","2","300","0.03","0.03","0.03","0.03","X","0.00","0.03","95","0.08","15","0.00",
"03772P","聯茂元大93售02","0","0","0","--","--","--","--"," ","0.00","0.02","120","0.04","30","0.00",
"03773P","南茂元大93售01","61,000","3","49,210","0.79","0.81","0.79","0.81","X","0.00","0.83","25","0.86","10","0.00",
"03780P","台積電凱基93售08","0","0","0","--","--","--","--"," ","0.00","0.90","25","0.94","10","0.00",
"03787P","台積電群益94售02","0","0","0","--","--","--","--"," ","0.00","0.01","499","--","0","0.00",
"03795P","智邦元大93售03","0","0","0","--","--","--","--"," ","0.00","1.40","100","1.50","10","0.00",
"03797P","瑞昱元大93售06","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03798P","台光電元大93售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03799P","京元電元大94售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03800P","景碩元大93售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03802P","GIS元大93售07","198,000","12","30,380","0.18","0.18","0.15","0.17","-","0.01","0.14","120","0.17","96","0.00",
"03805P","可成元富93售02","20,000","1","800","0.04","0.04","0.04","0.04","-","0.02","0.05","100","0.10","10","0.00",
"03806P","聯詠元富93售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03812P","國巨群益93售04","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03813P","可成麥證93售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03814P","鴻海凱基93售22","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","100","0.00",
"03815P","嘉聯益凱基93售03","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","634","0.00",
"03816P","GIS凱基93售03","297,000","32","5,940","0.02","0.02","0.02","0.02","-","0.01","0.01","355","0.02","10","0.00",
"03817P","台積電永豐93售02","0","0","0","--","--","--","--"," ","0.00","0.01","20","0.02","10","0.00",
"03818P","智易永豐93售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","10","0.00",
"03823P","嘉澤元富93售01","483,000","7","51,530","0.11","0.11","0.10","0.10","-","0.03","0.09","66","0.10","798","0.00",
"03824P","燿華元大94售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.06","10","0.00",
"03826P","瀚宇博元大95售01","30,000","1","12,600","0.42","0.42","0.42","0.42","X","0.00","0.39","10","0.40","10","0.00",
"03827P","矽創國票94售01","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03829P","元大金中信95售01","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","10","0.00",
"03830P","緯創中信95售01","0","0","0","--","--","--","--"," ","0.00","0.01","548","0.03","10","0.00",
"03831P","臺股指中信95售02","0","0","0","--","--","--","--"," ","0.00","--","0","0.02","10","0.00",
"03832P","臺股指中信95售03","0","0","0","--","--","--","--"," ","0.00","--","0","0.01","188","0.00",
"03833P","台光電群益93售01","0","0","0","--","--","--","--"," ","0.00","0.33","10","0.35","10","0.00",
"03834P","漢唐群益93售03","0","0","0","--","--","--","--"," ","0.00","0.80","10","0.81","10","0.00",
"03841P","聯發科統一93售02","0","0","0","--","--","--","--"," ","0.00","0.01","10","0.10","10","0.00",
"03868P","統一凱基93售02","0","0","0","--","--","--","--"," ","0.00","--","0","--","0","0.00",
"03869P","和大群益93售02","0","0","0","--","--","--","--"," ","0.00","0.02","25","0.07","60","0.00",
"03870P","台積電群益93售06","102,000","4","103,080","1.05","1.05","1.00","1.01","+","0.02","0.97","11","1.00","10","0.00",
"03875P","滬深2X國票05售01","0","0","0","--","--","--","--"," ","0.00","0.02","297","0.05","30","0.00",
"03894P","鴻海凱基94售05","36,000","2","2,820","0.10","0.10","0.07","0.07","-","0.06","0.07","25","0.08","10","0.00",
"03895P","聯發科凱基93售11","0","0","0","--","--","--","--"," ","0.00","0.01","25","0.05","10","0.00",
"03898P","新日興凱基93售02","0","0","0","--","--","--","--"," ","0.00","0.03","100","0.04","100","0.00",
"03907P","易華電國泰94售03","479,000","8","236,890","0.52","0.52","0.47","0.49","-","0.01","0.48","25","0.49","25","0.00",
